DATE,CODE,RAW DATE,DAY,MONTH,YEAR,VALUE ((% a.a.))
2001-08-01,PAN12_IPCAG12,2001-08-01T00:00:00-03:00,1,8,2001,8.72814472105958
2001-09-01,PAN12_IPCAG12,2001-09-01T00:00:00-03:00,1,9,2001,3.41083339256476
2001-10-01,PAN12_IPCAG12,2001-10-01T00:00:00-03:00,1,10,2001,10.4273313216387
2001-11-01,PAN12_IPCAG12,2001-11-01T00:00:00-03:00,1,11,2001,8.86324315861382
2001-12-01,PAN12_IPCAG12,2001-12-01T00:00:00-02:00,1,12,2001,8.08776451780542
2002-01-01,PAN12_IPCAG12,2002-01-01T00:00:00-02:00,1,1,2002,6.42455162887821
2002-02-01,PAN12_IPCAG12,2002-02-01T00:00:00-02:00,1,2,2002,4.40692158775173
2002-03-01,PAN12_IPCAG12,2002-03-01T00:00:00-03:00,1,3,2002,7.44112719823982
2002-04-01,PAN12_IPCAG12,2002-04-01T00:00:00-03:00,1,4,2002,10.0360910436605
2002-05-01,PAN12_IPCAG12,2002-05-01T00:00:00-03:00,1,5,2002,2.54660018934536
2002-06-01,PAN12_IPCAG12,2002-06-01T00:00:00-03:00,1,6,2002,5.15501013416277
2002-07-01,PAN12_IPCAG12,2002-07-01T00:00:00-03:00,1,7,2002,15.2559062972657
2002-08-01,PAN12_IPCAG12,2002-08-01T00:00:00-03:00,1,8,2002,8.08259585900919
2002-09-01,PAN12_IPCAG12,2002-09-01T00:00:00-03:00,1,9,2002,8.98803031494451
2002-10-01,PAN12_IPCAG12,2002-10-01T00:00:00-03:00,1,10,2002,16.9066414713052
2002-11-01,PAN12_IPCAG12,2002-11-01T00:00:00-03:00,1,11,2002,42.9123921406643
2002-12-01,PAN12_IPCAG12,2002-12-01T00:00:00-02:00,1,12,2002,28.3209560458741
2003-01-01,PAN12_IPCAG12,2003-01-01T00:00:00-02:00,1,1,2003,30.6087186660898
2003-02-01,PAN12_IPCAG12,2003-02-01T00:00:00-02:00,1,2,2003,20.5583504078293
2003-03-01,PAN12_IPCAG12,2003-03-01T00:00:00-03:00,1,3,2003,15.8027541986899
2003-04-01,PAN12_IPCAG12,2003-04-01T00:00:00-03:00,1,4,2003,12.2805515359648
2003-05-01,PAN12_IPCAG12,2003-05-01T00:00:00-03:00,1,5,2003,7.57167448417593
2003-06-01,PAN12_IPCAG12,2003-06-01T00:00:00-03:00,1,6,2003,-1.786443080804
2003-07-01,PAN12_IPCAG12,2003-07-01T00:00:00-03:00,1,7,2003,2.4263173895501
2003-08-01,PAN12_IPCAG12,2003-08-01T00:00:00-03:00,1,8,2003,4.15684043599596
2003-09-01,PAN12_IPCAG12,2003-09-01T00:00:00-03:00,1,9,2003,9.77305301709812
2003-10-01,PAN12_IPCAG12,2003-10-01T00:00:00-03:00,1,10,2003,3.53506525990137
2003-11-01,PAN12_IPCAG12,2003-11-01T00:00:00-03:00,1,11,2003,4.15970550960172
2003-12-01,PAN12_IPCAG12,2003-12-01T00:00:00-02:00,1,12,2003,6.41965094203274
2004-01-01,PAN12_IPCAG12,2004-01-01T00:00:00-02:00,1,1,2004,9.50862818296934
2004-02-01,PAN12_IPCAG12,2004-02-01T00:00:00-02:00,1,2,2004,7.56880802954345
2004-03-01,PAN12_IPCAG12,2004-03-01T00:00:00-03:00,1,3,2004,5.78664278081276
2004-04-01,PAN12_IPCAG12,2004-04-01T00:00:00-03:00,1,4,2004,4.5305007949344
2004-05-01,PAN12_IPCAG12,2004-05-01T00:00:00-03:00,1,5,2004,6.29257737837394
2004-06-01,PAN12_IPCAG12,2004-06-01T00:00:00-03:00,1,6,2004,8.85817791652683
2004-07-01,PAN12_IPCAG12,2004-07-01T00:00:00-03:00,1,7,2004,11.481185935728
2004-08-01,PAN12_IPCAG12,2004-08-01T00:00:00-03:00,1,8,2004,8.59971086587559
2004-09-01,PAN12_IPCAG12,2004-09-01T00:00:00-03:00,1,9,2004,4.03507834311225
2004-10-01,PAN12_IPCAG12,2004-10-01T00:00:00-03:00,1,10,2004,5.41073543227466
2004-11-01,PAN12_IPCAG12,2004-11-01T00:00:00-03:00,1,11,2004,8.60212936765781
2004-12-01,PAN12_IPCAG12,2004-12-01T00:00:00-02:00,1,12,2004,10.8197195814028
2005-01-01,PAN12_IPCAG12,2005-01-01T00:00:00-02:00,1,1,2005,7.18438142935485
2005-02-01,PAN12_IPCAG12,2005-02-01T00:00:00-02:00,1,2,2005,7.31660803143859
2005-03-01,PAN12_IPCAG12,2005-03-01T00:00:00-03:00,1,3,2005,7.56793853929814
2005-04-01,PAN12_IPCAG12,2005-04-01T00:00:00-03:00,1,4,2005,10.9520210253169
2005-05-01,PAN12_IPCAG12,2005-05-01T00:00:00-03:00,1,5,2005,6.04147427056108
2005-06-01,PAN12_IPCAG12,2005-06-01T00:00:00-03:00,1,6,2005,-0.242137473023907
2005-07-01,PAN12_IPCAG12,2005-07-01T00:00:00-03:00,1,7,2005,3.04324047018631
2005-08-01,PAN12_IPCAG12,2005-08-01T00:00:00-03:00,1,8,2005,2.06042491622196
2005-09-01,PAN12_IPCAG12,2005-09-01T00:00:00-03:00,1,9,2005,4.28289715716645
2005-10-01,PAN12_IPCAG12,2005-10-01T00:00:00-03:00,1,10,2005,9.37890050365198
2005-11-01,PAN12_IPCAG12,2005-11-01T00:00:00-02:00,1,11,2005,6.80401799780759
2005-12-01,PAN12_IPCAG12,2005-12-01T00:00:00-02:00,1,12,2005,4.40424039061755
2006-01-01,PAN12_IPCAG12,2006-01-01T00:00:00-02:00,1,1,2006,7.31490051927159
2006-02-01,PAN12_IPCAG12,2006-02-01T00:00:00-02:00,1,2,2006,5.03421080688271
2006-03-01,PAN12_IPCAG12,2006-03-01T00:00:00-03:00,1,3,2006,5.2830505529651
2006-04-01,PAN12_IPCAG12,2006-04-01T00:00:00-03:00,1,4,2006,2.54890818792293
2006-05-01,PAN12_IPCAG12,2006-05-01T00:00:00-03:00,1,5,2006,1.20792607258704
2006-06-01,PAN12_IPCAG12,2006-06-01T00:00:00-03:00,1,6,2006,-2.49218716485105
2006-07-01,PAN12_IPCAG12,2006-07-01T00:00:00-03:00,1,7,2006,2.3033392777694
2006-08-01,PAN12_IPCAG12,2006-08-01T00:00:00-03:00,1,8,2006,0.601821165320504
2006-09-01,PAN12_IPCAG12,2006-09-01T00:00:00-03:00,1,9,2006,2.54969283126969
2006-10-01,PAN12_IPCAG12,2006-10-01T00:00:00-03:00,1,10,2006,4.0308579842208
2006-11-01,PAN12_IPCAG12,2006-11-01T00:00:00-03:00,1,11,2006,3.78264466772957
2006-12-01,PAN12_IPCAG12,2006-12-01T00:00:00-02:00,1,12,2006,5.91341148944249
2007-01-01,PAN12_IPCAG12,2007-01-01T00:00:00-02:00,1,1,2007,5.41148914663017
2007-02-01,PAN12_IPCAG12,2007-02-01T00:00:00-02:00,1,2,2007,5.41117238166657
2007-03-01,PAN12_IPCAG12,2007-03-01T00:00:00-03:00,1,3,2007,4.5309831263727
2007-04-01,PAN12_IPCAG12,2007-04-01T00:00:00-03:00,1,4,2007,3.04173543518831
2007-05-01,PAN12_IPCAG12,2007-05-01T00:00:00-03:00,1,5,2007,3.41101793187648
2007-06-01,PAN12_IPCAG12,2007-06-01T00:00:00-03:00,1,6,2007,3.41064755495133
2007-07-01,PAN12_IPCAG12,2007-07-01T00:00:00-03:00,1,7,2007,2.91993168837059
2007-08-01,PAN12_IPCAG12,2007-08-01T00:00:00-03:00,1,8,2007,5.78989069339462
2007-09-01,PAN12_IPCAG12,2007-09-01T00:00:00-03:00,1,9,2007,2.18193806229319
2007-10-01,PAN12_IPCAG12,2007-10-01T00:00:00-03:00,1,10,2007,3.66016841066801
2007-11-01,PAN12_IPCAG12,2007-11-01T00:00:00-02:00,1,11,2007,4.65425119067144
2007-12-01,PAN12_IPCAG12,2007-12-01T00:00:00-02:00,1,12,2007,9.25265527276005
2008-01-01,PAN12_IPCAG12,2008-01-01T00:00:00-02:00,1,1,2008,6.67561401414396
2008-02-01,PAN12_IPCAG12,2008-02-01T00:00:00-02:00,1,2,2008,6.04236806765182
2008-03-01,PAN12_IPCAG12,2008-03-01T00:00:00-03:00,1,3,2008,5.91581415774587
2008-04-01,PAN12_IPCAG12,2008-04-01T00:00:00-03:00,1,4,2008,6.80246424066049
2008-05-01,PAN12_IPCAG12,2008-05-01T00:00:00-03:00,1,5,2008,9.90397724871703
2008-06-01,PAN12_IPCAG12,2008-06-01T00:00:00-03:00,1,6,2008,9.2520259246629
2008-07-01,PAN12_IPCAG12,2008-07-01T00:00:00-03:00,1,7,2008,6.54639606897764
2008-08-01,PAN12_IPCAG12,2008-08-01T00:00:00-03:00,1,8,2008,3.41255696275118
2008-09-01,PAN12_IPCAG12,2008-09-01T00:00:00-03:00,1,9,2008,3.16468566624168
2008-10-01,PAN12_IPCAG12,2008-10-01T00:00:00-03:00,1,10,2008,5.53700797097458
2008-11-01,PAN12_IPCAG12,2008-11-01T00:00:00-02:00,1,11,2008,4.40746199535151
2008-12-01,PAN12_IPCAG12,2008-12-01T00:00:00-02:00,1,12,2008,3.4133521892693
2009-01-01,PAN12_IPCAG12,2009-01-01T00:00:00-02:00,1,1,2009,5.91201896331011
2009-02-01,PAN12_IPCAG12,2009-02-01T00:00:00-02:00,1,2,2009,6.80464078336116
2009-03-01,PAN12_IPCAG12,2009-03-01T00:00:00-03:00,1,3,2009,2.42428526386684
2009-04-01,PAN12_IPCAG12,2009-04-01T00:00:00-03:00,1,4,2009,5.91576052400986
2009-05-01,PAN12_IPCAG12,2009-05-01T00:00:00-03:00,1,5,2009,5.78794743548694
2009-06-01,PAN12_IPCAG12,2009-06-01T00:00:00-03:00,1,6,2009,4.40519593508995
2009-07-01,PAN12_IPCAG12,2009-07-01T00:00:00-03:00,1,7,2009,2.91788992633626
2009-08-01,PAN12_IPCAG12,2009-08-01T00:00:00-03:00,1,8,2009,1.81437897046484
2009-09-01,PAN12_IPCAG12,2009-09-01T00:00:00-03:00,1,9,2009,2.91880489416254
2009-10-01,PAN12_IPCAG12,2009-10-01T00:00:00-03:00,1,10,2009,3.41209571800685
2009-11-01,PAN12_IPCAG12,2009-11-01T00:00:00-02:00,1,11,2009,5.03407821663517
2009-12-01,PAN12_IPCAG12,2009-12-01T00:00:00-02:00,1,12,2009,4.52984031479198
2010-01-01,PAN12_IPCAG12,2010-01-01T00:00:00-02:00,1,1,2010,9.37985868134284
2010-02-01,PAN12_IPCAG12,2010-02-01T00:00:00-02:00,1,2,2010,9.77057208021894
2010-03-01,PAN12_IPCAG12,2010-03-01T00:00:00-03:00,1,3,2010,6.42058379306312
2010-04-01,PAN12_IPCAG12,2010-04-01T00:00:00-03:00,1,4,2010,7.06055104249002
2010-05-01,PAN12_IPCAG12,2010-05-01T00:00:00-03:00,1,5,2010,5.28424451565417
2010-06-01,PAN12_IPCAG12,2010-06-01T00:00:00-03:00,1,6,2010,0.0
2010-07-01,PAN12_IPCAG12,2010-07-01T00:00:00-03:00,1,7,2010,0.119651260263831
2010-08-01,PAN12_IPCAG12,2010-08-01T00:00:00-03:00,1,8,2010,0.479345015471733
2010-09-01,PAN12_IPCAG12,2010-09-01T00:00:00-03:00,1,9,2010,5.53352621747443
2010-10-01,PAN12_IPCAG12,2010-10-01T00:00:00-03:00,1,10,2010,9.3818670156965
2010-11-01,PAN12_IPCAG12,2010-11-01T00:00:00-02:00,1,11,2010,10.4263055706312
2010-12-01,PAN12_IPCAG12,2010-12-01T00:00:00-02:00,1,12,2010,7.82832573822381
2011-01-01,PAN12_IPCAG12,2011-01-01T00:00:00-02:00,1,1,2011,10.4291827528245
2011-02-01,PAN12_IPCAG12,2011-02-01T00:00:00-02:00,1,2,2011,10.0341295345354
2011-03-01,PAN12_IPCAG12,2011-03-01T00:00:00-03:00,1,3,2011,9.90263390735178
2011-04-01,PAN12_IPCAG12,2011-04-01T00:00:00-03:00,1,4,2011,9.64204357574212
2011-05-01,PAN12_IPCAG12,2011-05-01T00:00:00-03:00,1,5,2011,5.78977651492418
2011-06-01,PAN12_IPCAG12,2011-06-01T00:00:00-03:00,1,6,2011,1.81423623967307
2011-07-01,PAN12_IPCAG12,2011-07-01T00:00:00-03:00,1,7,2011,1.93651551569456
2011-08-01,PAN12_IPCAG12,2011-08-01T00:00:00-03:00,1,8,2011,4.5307327033888
2011-09-01,PAN12_IPCAG12,2011-09-01T00:00:00-03:00,1,9,2011,6.54987185577713
2011-10-01,PAN12_IPCAG12,2011-10-01T00:00:00-03:00,1,10,2011,5.28535448998455
2011-11-01,PAN12_IPCAG12,2011-11-01T00:00:00-02:00,1,11,2011,6.42149734170021
2011-12-01,PAN12_IPCAG12,2011-12-01T00:00:00-02:00,1,12,2011,6.16628400113568
2012-01-01,PAN12_IPCAG12,2012-01-01T00:00:00-02:00,1,1,2012,6.93055576980059
2012-02-01,PAN12_IPCAG12,2012-02-01T00:00:00-02:00,1,2,2012,5.53473408699365
2012-03-01,PAN12_IPCAG12,2012-03-01T00:00:00-03:00,1,3,2012,2.54923963142983
2012-04-01,PAN12_IPCAG12,2012-04-01T00:00:00-03:00,1,4,2012,7.95595394026751
2012-05-01,PAN12_IPCAG12,2012-05-01T00:00:00-03:00,1,5,2012,4.40554255723613
2012-06-01,PAN12_IPCAG12,2012-06-01T00:00:00-03:00,1,6,2012,0.962860470196536
2012-07-01,PAN12_IPCAG12,2012-07-01T00:00:00-03:00,1,7,2012,5.28535485606123
2012-08-01,PAN12_IPCAG12,2012-08-01T00:00:00-03:00,1,8,2012,5.03227178214887
2012-09-01,PAN12_IPCAG12,2012-09-01T00:00:00-03:00,1,9,2012,7.05906001152417
2012-10-01,PAN12_IPCAG12,2012-10-01T00:00:00-03:00,1,10,2012,7.31463152779559
2012-11-01,PAN12_IPCAG12,2012-11-01T00:00:00-02:00,1,11,2012,7.44335466052983
2012-12-01,PAN12_IPCAG12,2012-12-01T00:00:00-02:00,1,12,2012,9.9042887619565
2013-01-01,PAN12_IPCAG12,2013-01-01T00:00:00-02:00,1,1,2013,10.8219806598727
2013-02-01,PAN12_IPCAG12,2013-02-01T00:00:00-02:00,1,2,2013,7.4421910259153
2013-03-01,PAN12_IPCAG12,2013-03-01T00:00:00-03:00,1,3,2013,5.78823103358312
2013-04-01,PAN12_IPCAG12,2013-04-01T00:00:00-03:00,1,4,2013,6.80394251632843
2013-05-01,PAN12_IPCAG12,2013-05-01T00:00:00-03:00,1,5,2013,4.53056592751879
2013-06-01,PAN12_IPCAG12,2013-06-01T00:00:00-03:00,1,6,2013,3.16622829918713
2013-07-01,PAN12_IPCAG12,2013-07-01T00:00:00-03:00,1,7,2013,0.359047171227478
2013-08-01,PAN12_IPCAG12,2013-08-01T00:00:00-03:00,1,8,2013,2.91803274007938
2013-09-01,PAN12_IPCAG12,2013-09-01T00:00:00-03:00,1,9,2013,4.28152460563107
2013-10-01,PAN12_IPCAG12,2013-10-01T00:00:00-03:00,1,10,2013,7.05779466219554
2013-11-01,PAN12_IPCAG12,2013-11-01T00:00:00-02:00,1,11,2013,6.67744573978728
2013-12-01,PAN12_IPCAG12,2013-12-01T00:00:00-02:00,1,12,2013,11.6155491355618
2014-01-01,PAN12_IPCAG12,2014-01-01T00:00:00-02:00,1,1,2014,6.80180417459237
2014-02-01,PAN12_IPCAG12,2014-02-01T00:00:00-02:00,1,2,2014,8.60124513282197
2014-03-01,PAN12_IPCAG12,2014-03-01T00:00:00-03:00,1,3,2014,11.616758204908
2014-04-01,PAN12_IPCAG12,2014-04-01T00:00:00-03:00,1,4,2014,8.34327452691537
2014-05-01,PAN12_IPCAG12,2014-05-01T00:00:00-03:00,1,5,2014,5.66095139111369
2014-06-01,PAN12_IPCAG12,2014-06-01T00:00:00-03:00,1,6,2014,4.90695714650415
2014-07-01,PAN12_IPCAG12,2014-07-01T00:00:00-03:00,1,7,2014,0.12133098630962
2014-08-01,PAN12_IPCAG12,2014-08-01T00:00:00-03:00,1,8,2014,3.04259271752416
2014-09-01,PAN12_IPCAG12,2014-09-01T00:00:00-03:00,1,9,2014,7.05819596600163
2014-10-01,PAN12_IPCAG12,2014-10-01T00:00:00-03:00,1,10,2014,5.1570594269486
2014-11-01,PAN12_IPCAG12,2014-11-01T00:00:00-02:00,1,11,2014,6.2943647788877
2014-12-01,PAN12_IPCAG12,2014-12-01T00:00:00-02:00,1,12,2014,9.77157526539891
2015-01-01,PAN12_IPCAG12,2015-01-01T00:00:00-02:00,1,1,2015,15.9371892365342
2015-02-01,PAN12_IPCAG12,2015-02-01T00:00:00-02:00,1,2,2015,15.6619297098983
2015-03-01,PAN12_IPCAG12,2015-03-01T00:00:00-03:00,1,3,2015,17.043288517297
2015-04-01,PAN12_IPCAG12,2015-04-01T00:00:00-03:00,1,4,2015,8.86121624031082
2015-05-01,PAN12_IPCAG12,2015-05-01T00:00:00-03:00,1,5,2015,9.24913046955038
2015-06-01,PAN12_IPCAG12,2015-06-01T00:00:00-03:00,1,6,2015,9.90443512912262
2015-07-01,PAN12_IPCAG12,2015-07-01T00:00:00-03:00,1,7,2015,7.69770460627568
2015-08-01,PAN12_IPCAG12,2015-08-01T00:00:00-03:00,1,8,2015,2.67171399280062
2015-09-01,PAN12_IPCAG12,2015-09-01T00:00:00-03:00,1,9,2015,6.67540318148341
2015-10-01,PAN12_IPCAG12,2015-10-01T00:00:00-03:00,1,10,2015,10.2946436710897
2015-11-01,PAN12_IPCAG12,2015-11-01T00:00:00-02:00,1,11,2015,12.8164272455555
2015-12-01,PAN12_IPCAG12,2015-12-01T00:00:00-02:00,1,12,2015,12.1468532467872
2016-01-01,PAN12_IPCAG12,2016-01-01T00:00:00-02:00,1,1,2016,16.3498927004177
2016-02-01,PAN12_IPCAG12,2016-02-01T00:00:00-02:00,1,2,2016,11.350365047075
2016-03-01,PAN12_IPCAG12,2016-03-01T00:00:00-03:00,1,3,2016,5.28323191366107
2016-04-01,PAN12_IPCAG12,2016-04-01T00:00:00-03:00,1,4,2016,7.57159153155402
2016-05-01,PAN12_IPCAG12,2016-05-01T00:00:00-03:00,1,5,2016,9.77087643225079
2016-06-01,PAN12_IPCAG12,2016-06-01T00:00:00-03:00,1,6,2016,4.28091918561
2016-07-01,PAN12_IPCAG12,2016-07-01T00:00:00-03:00,1,7,2016,6.42260447774947
2016-08-01,PAN12_IPCAG12,2016-08-01T00:00:00-03:00,1,8,2016,5.40957366489245
2016-09-01,PAN12_IPCAG12,2016-09-01T00:00:00-03:00,1,9,2016,0.964390675296345
2016-10-01,PAN12_IPCAG12,2016-10-01T00:00:00-03:00,1,10,2016,3.16620884596284
2016-11-01,PAN12_IPCAG12,2016-11-01T00:00:00-02:00,1,11,2016,2.18276233805157
2016-12-01,PAN12_IPCAG12,2016-12-01T00:00:00-02:00,1,12,2016,3.65888843893634
2017-01-01,PAN12_IPCAG12,2017-01-01T00:00:00-02:00,1,1,2017,4.65713459649271
2017-02-01,PAN12_IPCAG12,2017-02-01T00:00:00-02:00,1,2,2017,4.0327470852926
2017-03-01,PAN12_IPCAG12,2017-03-01T00:00:00-03:00,1,3,2017,3.04052503875998
2017-04-01,PAN12_IPCAG12,2017-04-01T00:00:00-03:00,1,4,2017,1.69290405760811
2017-05-01,PAN12_IPCAG12,2017-05-01T00:00:00-03:00,1,5,2017,3.78455809675453
2017-06-01,PAN12_IPCAG12,2017-06-01T00:00:00-03:00,1,6,2017,-2.72539021919317
2017-07-01,PAN12_IPCAG12,2017-07-01T00:00:00-03:00,1,7,2017,2.91897245086512
2017-08-01,PAN12_IPCAG12,2017-08-01T00:00:00-03:00,1,8,2017,2.30312936352086
2017-09-01,PAN12_IPCAG12,2017-09-01T00:00:00-03:00,1,9,2017,1.93575032441886
2017-10-01,PAN12_IPCAG12,2017-10-01T00:00:00-03:00,1,10,2017,5.15923640558416
2017-11-01,PAN12_IPCAG12,2017-11-01T00:00:00-02:00,1,11,2017,3.41286379550403
2017-12-01,PAN12_IPCAG12,2017-12-01T00:00:00-02:00,1,12,2017,5.41027386120272
2018-01-01,PAN12_IPCAG12,2018-01-01T00:00:00-02:00,1,1,2018,3.53661705900563
2018-02-01,PAN12_IPCAG12,2018-02-01T00:00:00-02:00,1,2,2018,3.90873763695874
2018-03-01,PAN12_IPCAG12,2018-03-01T00:00:00-03:00,1,3,2018,1.08490880608192
2018-04-01,PAN12_IPCAG12,2018-04-01T00:00:00-03:00,1,4,2018,2.67166045669218
2018-05-01,PAN12_IPCAG12,2018-05-01T00:00:00-03:00,1,5,2018,4.90768788970641
2018-06-01,PAN12_IPCAG12,2018-06-01T00:00:00-03:00,1,6,2018,16.2132926087319
2018-07-01,PAN12_IPCAG12,2018-07-01T00:00:00-03:00,1,7,2018,4.03348006905249
2018-08-01,PAN12_IPCAG12,2018-08-01T00:00:00-03:00,1,8,2018,-1.07349640714888
2018-09-01,PAN12_IPCAG12,2018-09-01T00:00:00-03:00,1,9,2018,5.91415127974324
2018-10-01,PAN12_IPCAG12,2018-10-01T00:00:00-03:00,1,10,2018,5.5347483976417
2018-11-01,PAN12_IPCAG12,2018-11-01T00:00:00-03:00,1,11,2018,-2.49161394697556
2018-12-01,PAN12_IPCAG12,2018-12-01T00:00:00-02:00,1,12,2018,1.81505504834005
2019-01-01,PAN12_IPCAG12,2019-01-01T00:00:00-02:00,1,1,2019,3.90783444857294
2019-02-01,PAN12_IPCAG12,2019-02-01T00:00:00-02:00,1,2,2019,5.28311206255219
2019-03-01,PAN12_IPCAG12,2019-03-01T00:00:00-03:00,1,3,2019,9.38018907546336
2019-04-01,PAN12_IPCAG12,2019-04-01T00:00:00-03:00,1,4,2019,7.0581713967107
2019-05-01,PAN12_IPCAG12,2019-05-01T00:00:00-03:00,1,5,2019,1.57141895335171
2019-06-01,PAN12_IPCAG12,2019-06-01T00:00:00-03:00,1,6,2019,0.119749203302066
2019-07-01,PAN12_IPCAG12,2019-07-01T00:00:00-03:00,1,7,2019,2.30465597338754
2019-08-01,PAN12_IPCAG12,2019-08-01T00:00:00-03:00,1,8,2019,1.32880630828247
2019-09-01,PAN12_IPCAG12,2019-09-01T00:00:00-03:00,1,9,2019,-0.478494920106265
2019-10-01,PAN12_IPCAG12,2019-10-01T00:00:00-03:00,1,10,2019,1.2071233390099
2019-11-01,PAN12_IPCAG12,2019-11-01T00:00:00-03:00,1,11,2019,6.2949437738155
2019-12-01,PAN12_IPCAG12,2019-12-01T00:00:00-03:00,1,12,2019,14.7079052396923
2020-01-01,PAN12_IPCAG12,2020-01-01T00:00:00-03:00,1,1,2020,2.54872789236045
2020-02-01,PAN12_IPCAG12,2020-02-01T00:00:00-03:00,1,2,2020,3.04193114706464
2020-03-01,PAN12_IPCAG12,2020-03-01T00:00:00-03:00,1,3,2020,0.842941771424144
2020-04-01,PAN12_IPCAG12,2020-04-01T00:00:00-03:00,1,4,2020,-3.65715568465038
2020-05-01,PAN12_IPCAG12,2020-05-01T00:00:00-03:00,1,5,2020,-4.46562141147503
2020-06-01,PAN12_IPCAG12,2020-06-01T00:00:00-03:00,1,6,2020,3.16493752880709
2020-07-01,PAN12_IPCAG12,2020-07-01T00:00:00-03:00,1,7,2020,4.40618259833814
2020-08-01,PAN12_IPCAG12,2020-08-01T00:00:00-03:00,1,8,2020,2.91898753050939
2020-09-01,PAN12_IPCAG12,2020-09-01T00:00:00-03:00,1,9,2020,7.95672912196246
2020-10-01,PAN12_IPCAG12,2020-10-01T00:00:00-03:00,1,10,2020,10.8226360831561
2020-11-01,PAN12_IPCAG12,2020-11-01T00:00:00-03:00,1,11,2020,11.2187884237428
2020-12-01,PAN12_IPCAG12,2020-12-01T00:00:00-03:00,1,12,2020,17.4591603685414
2021-01-01,PAN12_IPCAG12,2021-01-01T00:00:00-03:00,1,1,2021,3.04126851646873
2021-02-01,PAN12_IPCAG12,2021-02-01T00:00:00-03:00,1,2,2021,10.8222585356574
2021-03-01,PAN12_IPCAG12,2021-03-01T00:00:00-03:00,1,3,2021,11.7492367791651
2021-04-01,PAN12_IPCAG12,2021-04-01T00:00:00-03:00,1,4,2021,3.78372893486021
2021-05-01,PAN12_IPCAG12,2021-05-01T00:00:00-03:00,1,5,2021,10.4283749512777
2021-06-01,PAN12_IPCAG12,2021-06-01T00:00:00-03:00,1,6,2021,6.54878225389852
2021-07-01,PAN12_IPCAG12,2021-07-01T00:00:00-03:00,1,7,2021,12.1477294656626
2021-08-01,PAN12_IPCAG12,2021-08-01T00:00:00-03:00,1,8,2021,10.9541657203701
2021-09-01,PAN12_IPCAG12,2021-09-01T00:00:00-03:00,1,9,2021,14.8428434252391
2021-10-01,PAN12_IPCAG12,2021-10-01T00:00:00-03:00,1,10,2021,16.0748442521055
2021-11-01,PAN12_IPCAG12,2021-11-01T00:00:00-03:00,1,11,2021,12.0158408791928
2021-12-01,PAN12_IPCAG12,2021-12-01T00:00:00-03:00,1,12,2021,9.11987178567511
2022-01-01,PAN12_IPCAG12,2022-01-01T00:00:00-03:00,1,1,2022,6.67633381473094
2022-02-01,PAN12_IPCAG12,2022-02-01T00:00:00-03:00,1,2,2022,12.8172818990948
2022-03-01,PAN12_IPCAG12,2022-03-01T00:00:00-03:00,1,3,2022,21.2698540054663
2022-04-01,PAN12_IPCAG12,2022-04-01T00:00:00-03:00,1,4,2022,13.4886576682489
2022-05-01,PAN12_IPCAG12,2022-05-01T00:00:00-03:00,1,5,2022,5.78819429390485
2022-06-01,PAN12_IPCAG12,2022-06-01T00:00:00-03:00,1,6,2022,8.34373754718536
2022-07-01,PAN12_IPCAG12,2022-07-01T00:00:00-03:00,1,7,2022,-7.86166674485757
2022-08-01,PAN12_IPCAG12,2022-08-01T00:00:00-03:00,1,8,2022,-4.23493895265992
2022-09-01,PAN12_IPCAG12,2022-09-01T00:00:00-03:00,1,9,2022,-3.42544130667963
2022-10-01,PAN12_IPCAG12,2022-10-01T00:00:00-03:00,1,10,2022,7.31532851511913
2022-11-01,PAN12_IPCAG12,2022-11-01T00:00:00-03:00,1,11,2022,5.03198407363006
2022-12-01,PAN12_IPCAG12,2022-12-01T00:00:00-03:00,1,12,2022,7.69861385616937
2023-01-01,PAN12_IPCAG12,2023-01-01T00:00:00-03:00,1,1,2023,6.5481827860699
2023-02-01,PAN12_IPCAG12,2023-02-01T00:00:00-03:00,1,2,2023,10.5588720767509
2023-03-01,PAN12_IPCAG12,2023-03-01T00:00:00-03:00,1,3,2023,8.86114267031259
2023-04-01,PAN12_IPCAG12,2023-04-01T00:00:00-03:00,1,4,2023,7.57084542901982
